Bauen und Wohnen	344		
Parliamentary elections	343		
Linkoping	343		
สังคมและสวัสดิการ	342		
Territorio	341		Planning / Cadastre
เซนเซอร์	341		
市政	340		
計画・行革・財政・統計	340		
Στατιστική Υπηρεσία	339		
国際	339		
Land Management	338		
Uncategorized	338		
e-Stat分類-文化・スポーツ・生活	338		
Transparency	336	Government and public sector	
สถิติทางการ	334		
Банки и кредитные небанковские организации	332		
Public Service Delivery	331		
6) พื้นที่และเมือง น่าอยู่อัจฉริยะ	331		
Culture, patrimoine et tourisme	331	Education, culture and sport	
Syrian Arab Republic	331		
III Livestock	330		
静岡県-文化・スポーツ・観光	330		
Water, energy, resources, environment and science	328	Energy	Environment
Research and Statistics	327	Science and technology	
12) การพัฒนาการเรียนรู้	326		
Citoyenneté	325		
Bestuur	325		
Philippines	325		
Transportation and Mobility	325	Transport	Transportation
Sector Públic	324		
e-Stat分類-世帯	324		
water	322	Environment	Inland Waters|Oceans
Gobierno y sector público	320	Government and public sector	
Niger	319		
Chad	319		
Inclusión Social y Reconciliación	319		
Ver- und Entsorgung	315		
Zambia	315		
Ciencia, Tecnología e Innovación	315		
II Land use	315		
Trabajo	314		
Өгүүлэл	313		
Medio rural	312		
General	311		
Mali	311		
7) โครงสร้างพื้นฐาน ระบบโลจิสติกส์ และดิจิทัล	311		
Social Justice	310	Justice, legal system and public safety	
統計年鑑	310		
Public Works	309		
Economia e finanza	308	Economy and finance	Economy
Arab Gulf Cooperation Council (GCC)	307		
Φυσικά χαρακτηριστικά	306		
Public service	306	Government and public sector	
Economia	306	Economy and finance	Economy
Prices	304		
Hacienda y Crédito Público	304		
Information Society	304	Population and society	Society
คู่มือ/รายงาน/บทความ	304		
Employment service statistics (Ministry of Economic Affairs and Employment)	304	Economy and finance	Economy
Efnahagur	303		
自然環境	303		
Industria	303	Economy and finance	Economy
Labor & Social Protection: Labor force structure	300		
Health: Health services	300	Health	Health
Imagerie et occupation du sol	298		Imagery / Base Maps / Earth Cover
Economic Policy & Debt	298	Economy and finance	Economy
Medi ambient	297		
Community Services	297		
Mobilità e trasporti	296	Transport	Transportation
施設	296		
National accounts	294		
Mobility	294	Transport	Transportation
Desarrollo Social	294		
Indonesia	294		
เกษตรกรรม	294		
Seguridad y Defensa	293		
Produced capital	292		
Government & Finance	292	Government and public sector|Economy and finance	Economy
Malawi	292		
Net foreign assets	292		
Total wealth	292		
Nepal	292		
งบประมาณและการใช้จ่ายของภาครัฐ	291		
People & Places	291		
Vivienda, Ciudad y Territorio	289		
Kependudukan	289		
2. Individual taxpayers — Statistics on income taxation	289	Economy and finance	Economy
Organismos de Control	288		
Agriculture and Allied Activities	288	Agriculture, fisheries, forestry and food	Farming
1. Data at the end of the tax assessment process	287		
Archive - discontinued tables	286		
Limites administratives et référentiels	285		Boundaries
administracion-publica	284		
Infografis	284		
Science and research	281	Science and technology	
"Census 2011
"	281	Population and society	Society
Statistical downscaling	279		
Bering Ecosystem Study	278		
Local Authority	278	Regions and cities	
COVID-19	278	Health	Health
Stadt Bonn	278		
統計・調査・報告・観測データ	277		
Aid Effectiveness in the Education Sector	276	Education, culture and sport	Society
Medicare	276	Health	Health
Social Insurance	274		
Haiti	274		
Budget and Finance	274	Economy and finance|Government and public sector	Economy
Data for children	272		
Central African Republic	271		
MICS 6	270		
NEW: Estonian Family and Fertility Survey 2021/2022	269		
Social, santé et sports	269	Education, culture and sport	
Población y sociedad	268	Population and society	Society
Nordic Statistics	268		
Industrie, Mines et Energie	268		
Atvinnuvegir	267		
NHWSTAT	267		
Basis­karten	267		
Energy and Environment	266	Energy|Environment	Environment
Benin	266		
Private Sector & Trade: Total merchandise trade	266		
Public Sector: Government finance	266	Economy and finance|Government and public sector	Economy
Leadership	265		
Justicia y Derecho	265		
Soc.Demográfico	264	Population and society	Society
Credit-to-GDP gaps	264		
Science. Technology. Innovation. Archive	264	Science and technology	
Economic Sector	263	Economy and finance	Economy
Sustainable Development Goals	263		
Labour market. Archive	263		
BUDGET DE L'ETAT	260	Economy and finance|Government and public sector	Economy
Natuur en milieu	259		
Energy efficiency	259	Energy	
Mobilität	259		
Väestö ja yhteiskunta	259		
Social Welfare	258		
e-Stat分類-災害	258		
HPO HIPE	257		
Zimbabwe	256		
Burundi	255		
Région Hauts-de-France	255		
Civic Infrastructure	254	Regions and cities	
FuSE-AT	253		
Guatemala	253		
Transport und Verkehr	253	Transport	Transportation
Mobilité et transports	252	Transport	Transportation
Administration et Services publics	252		
e-Stat分類-住宅・土地	251		
Social security and health	249	Health	Health
Madagascar	249		
สาธารณสุข	248		
Financial Inclusion : Surveys	248	Economy and finance	Economy
1. Business taxes	247		
Saúde	247		
Myanmar	247		
SESIONES	247		
Economic Development	246	Economy and finance	Economy
Elections	245		
Agricultural statistics	245	Agriculture, fisheries, forestry and food	Farming
Housing & Development	244		Structure
Mauritania	244		
Kuntien_talous_ja_toiminta	244		
Delomraden	244		
IV Structures and technical provisions	243		
การศึกษา	243		
France	243		
e-Stat分類-観光	243		
Syria, Conflict, 2013-2015	243		
漁況/海況	242		
STAT	242		
Boletín oficial	241		
Citoyenneté et démocratie	241		
Botswana	241		
Observed Data	241		
Vehicle Speed	240	Transport	Transportation
Economic Policy & Debt: National accounts: US$ at constant 2000 prices: Expenditure on GDP	240	Economy and finance	Economy
Population Census	240	Population and society	Society
Governance: Human Rights	239		
Planning Policy	239		Planning / Cadastre
Population and Housing Census 2000	237	Population and society	Society
Ver­walt­ung	237		
RAD SDGs Kabupaten Mojokerto	237		
สาขาการท่องเที่ยวและกีฬา	236		
Public Transport	236	Transport	Transportation
Labor Market	236	Economy and finance	Economy
Administración Pública	236		
Rwanda	236		
Transportasi	235	Transport	Transportation
Wages and consumer prices	235		
Educação	234	Education, culture and sport	Society
Healthcare	234	Health	Health
静岡県-土地・都市計画	232		
Transport and motoring	232	Transport	Transportation
CSNstat	232		
Goal 11: Città e comunità sostenibili	231		
Wetter und Leben	230		
購屋及遷徙	230		
6 โครงสร้างดี	229		
Production	228		
Education, culture and science	228	Education, culture and sport	Society
Migration	227		
land use and development	227		Planning / Cadastre
By Settlements 	226		
Communications	226		Utilities / Communication
Planning	225		Planning / Cadastre
Iraq	225		
交通	225	Transport	Transportation
Gross Regional Domestic Expenditure (GRDE)	224		
Estonian community based study about health determinants	224	Health	Health
Honduras	223		
Mer, littoral et montagne	222		
Services	222		
交通情報	221		
Energi	221	Energy	
Labour market according to Labour Force Surveys	221		
防災	220		
区政情報	220		
統計書	220		
City Services	220	Regions and cities	
Annual indicators	220		
13) การเสริมสร้างให้คนไทยมีสุขภาวะที่ดี	219		
Planning & Development	219		Planning / Cadastre
公共安全/防救災/環保	218		
RCP2.6  - "Turnaround"	218		
Comercio	218		
Labour force survey	217		
Politik	217	Government and public sector	
Participación ciudadana	216		
"zzz DISCONTINUED - Taxable incomes

"	214	Economy and finance	Economy
Ecuador	214		
Minas y Energía	213		
boletin-oficial	213		
Radiation	213	Environment	Environment
Medi Rural-Pesca	213		
Guinea	212		
Persons (unit: person)	212		
商業・サービス業	212		
Environmental Data	211	Environment	Environment
United Republic of Tanzania	211		
Yemen	210		
Administration	210	Government and public sector	
Education, Formation, Recherche, Enseignement	209	Education, culture and sport	Society
Young People	209		
Ruimte en Infrastructuur	208		
Forestry	206		
Μεταφορές	206		
Raumplanung	205		
Household disposable income	205	Economy and finance	Economy
Τεχνικές Υποδομές	204		
Economic Policy & Debt: External debt: Undisbursed debt	204	Economy and finance	Economy
那須塩原市	203		
Sciences, recherche et innovation	202	Science and technology	
Daerah Dalam Angka	202		
Sierra Leone	201		
Santé	201		
Liberia	200		
Births and deaths	200		
GIS	200		
静岡県-子ども・子育て	200		
Livestock	200		
Financial	200	Economy and finance	Economy
Datos regionales	199		
Freedom of Information	198	Government and public sector	
Administration & Finance	198	Government and public sector|Economy and finance	Economy
Deporte	198		
Molecular biology/Genetics	198		
National Accounts of the Philippines	197		
Crime and Community Safety	197	Justice, legal system and public safety	
Infrastruktur, Bauen und Wohnen	197		
Transports, Déplacements	196	Transport	Transportation
Honduras and regional: Hurricane Eta and Iota, November 2020	196		
Geographie, Geologie und Geobasisdaten	196		
Older Adults Health Data Collection	196	Health	Health
Demography	195	Population and society	Society
Открытые данные Москвы	195		
Ukraine	195		
Федеральные органы власти Российской Федерации	194		
Statistics on offences and coercive measures	194		
Infrastruktur	193		
ศาสนา ศิลปะ และวัฒนธรรม	193		
Informasi dan Komunikasi	192		
Postinumeroalueittainen_avoin_tieto	192		
STARC-Impact	192		
鉱工業	192		
Births	192		
Spanish Hub	192		
Estadísticas Nacionales	192		
Vaccinations	192		
Administración pública	191		
Demografia	191		
e-Stat分類-社会福祉	191		
Γεωχωρικά/Γεωσκόπηση και Περιβάλλον	190		
Hakai Institute	190		
Djibouti	190		
Crude Oil & Refined Products	190	Economy and finance	
Health Care	189	Health	Health
Property and Planning	189		Planning / Cadastre
物質循環	189		
Yearly indicators	188		
Equipements, bâtiments et logement	188		
Utbetalning av studiestöd	188		
Weather Conditions	188	Environment	Environment
State of Palestine	187		
Viet Nam	187		
Activités végétales	187		
Sanità	187		
Utilities and City Services	186		
Διεύθυνση Περιβάλλοντος και Χωρικού Σχεδιασμού	186		
